Title,House_address,Area,House_layout,Rent
,,,,
整租·花果园J区 1室1厅 西南,南明区,50.00㎡,1室1厅1卫,1400 元/月
,,,,
整租·梵华里云锦云玺 1室1厅 南,白云区,47.30㎡,1室1厅1卫,1300 元/月
,,,,
整租·瑞和家园 2室1厅 北,花溪区,60.00㎡,2室1厅1卫,1000 元/月
,,,,
整租·清水江生活小区（西工厂家属区） 2室1厅 南/北,花溪区,85.00㎡,2室1厅1卫,1200 元/月
,,,,
整租·美的置业广场 1室1厅 复式 北,观山湖区,100.00㎡,1室1厅1卫,3200 元/月
,,,,
整租·恒大金阳新世界珑誉 3室1厅 南,白云区,93.00㎡,3室1厅2卫,2500 元/月
,,,,
整租·西南上城紫御府 4室2厅 东南/南,观山湖区,124.00㎡,4室2厅2卫,2300 元/月
,,,,
整租·新联世纪华庭 2室1厅 东,云岩区,60.00㎡,2室1厅1卫,800 元/月
,,,,
整租·山水黔城五组团 4室2厅 错层 南/北,南明区,154.00㎡,4室2厅2卫,3000 元/月
,,,,
整租·兴隆枫丹白鹭城市花园白鹭洲 1室1厅 东南,云岩区,37.16㎡,1室1厅1卫,950 元/月
,,,,
整租·恒大中央公园B区 1室0厅 东,观山湖区,37.00㎡,1室0厅0卫,3000 元/月
,,,,
整租·花果园X区 2室1厅 东南,南明区,77.00㎡,2室1厅1卫,1600 元/月
,,,,
整租·碧桂园贵阳中心 3室2厅 西南,南明区,97.00㎡,3室2厅2卫,5000 元/月
,,,,
整租·金阳新世界翰临境 3室1厅 南,观山湖区,79.00㎡,3室1厅1卫,2300 元/月
,,,,
整租·世纪城龙嘉苑 3室2厅 东南,观山湖区,141.00㎡,3室2厅2卫,2700 元/月
,,,,
整租·未来方舟G1组团 4室2厅 东南,云岩区,163.00㎡,4室2厅2卫,5000 元/月
,,,,
整租·龙湖景粼天著林语溪 4室2厅 南,花溪区,148.00㎡,4室2厅2卫,10000 元/月
,,,,
整租·北大资源缤纷广场 3室2厅 东南,花溪区,113.00㎡,3室2厅2卫,2200 元/月
,,,,
整租·华润国际社区 1室1厅 南,观山湖区,38.00㎡,1室1厅1卫,1400 元/月
,,,,
整租·富都大厦 3室2厅 南,南明区,129.00㎡,3室2厅2卫,3500 元/月
,,,,
整租·美的林城时代南区 3室2厅 南,观山湖区,99.00㎡,3室2厅1卫,2700 元/月
,,,,
整租·一鸣·宽城国际 5室2厅 南/北,花溪区,135.00㎡,5室2厅2卫,3000 元/月
,,,,
整租·龙湖景粼天著望川区 3室2厅 东南,花溪区,114.00㎡,3室2厅2卫,2000 元/月
,,,,
整租·青秀楠庭 4室2厅 南/北,南明区,126.00㎡,4室2厅2卫,2580 元/月
,,,,
整租·北大资源梦想城 1室1厅 南,观山湖区,45.00㎡,1室1厅1卫,1300 元/月
,,,,
整租·青山小区 3室2厅 东,南明区,110.00㎡,3室2厅2卫,1600 元/月
,,,,
整租·中天未来方舟D4组团 2室2厅 南,云岩区,53.00㎡,2室2厅1卫,2300 元/月
,,,,
整租·都市阳光 3室1厅 东南,南明区,86.00㎡,3室1厅1卫,1500 元/月
,,,,
整租·贵信花园 3室2厅 东南/西南/西北/东北,云岩区,98.90㎡,3室2厅1卫,1600 元/月
,,,,
整租·花果园A北区 3室1厅 东南,云岩区,125.00㎡,3室1厅1卫,4000 元/月
,,,,
整租·花果园S3区 3室2厅 东南,南明区,125.00㎡,3室2厅2卫,2100 元/月
,,,,
整租·沙河花园三期西区 2室1厅 东,云岩区,59.54㎡,2室1厅1卫,1500 元/月
,,,,
整租·引线巷1号 2室2厅 西,云岩区,81.11㎡,2室2厅1卫,2000 元/月
,,,,
整租·山水黔城一组团 2室2厅 南,南明区,94.00㎡,2室2厅1卫,1400 元/月
,,,,
整租·1号码头 1室1厅 东,南明区,50.07㎡,1室1厅1卫,1500 元/月
,,,,
整租·龙宇苑 3室2厅 东南,观山湖区,113.00㎡,3室2厅2卫,2100 元/月
,,,,
整租·碧桂园·茶马古镇 4室2厅 南,清镇市,107.00㎡,4室2厅1卫,1500 元/月
,,,,
整租·金融101大厦 0室1厅 南,观山湖区,160.00㎡,,9600 元/月
,,,,
整租·新世界御湖 3室2厅 东南,观山湖区,115.00㎡,3室2厅1卫,2200 元/月
,,,,
整租·优山美诗 3室1厅 南,云岩区,71.50㎡,3室1厅1卫,1500 元/月
,,,,
整租·美的财智中心 2室1厅 南,观山湖区,109.00㎡,2室1厅0卫,5500 元/月
,,,,
整租·龙佑苑 3室2厅 南,观山湖区,130.00㎡,3室2厅2卫,3000 元/月
,,,,
整租·青秀楠庭 3室2厅 南/北,南明区,106.98㎡,3室2厅2卫,1400 元/月
,,,,
整租·美的林城时代北区 3室2厅 东,观山湖区,95.00㎡,3室2厅1卫,3300 元/月
,,,,
整租·未来方舟F7组团 1室1厅 东南,云岩区,49.00㎡,1室1厅1卫,1100 元/月
,,,,
整租·山水黔城五组团 6室2厅 东南,南明区,189.00㎡,6室2厅2卫,5000 元/月
,,,,
整租·贵阳宇虹万花城 3室1厅 南,观山湖区,140.94㎡,3室1厅2卫,1500 元/月
,,,,
整租·花果园X区 3室1厅 东南,南明区,89.00㎡,3室1厅2卫,1600 元/月
,,,,
整租·金豪大厦 3室2厅 复式 东,南明区,185.00㎡,3室2厅2卫,3800 元/月
,,,,
整租·麒龙商务港 5室0厅 南,观山湖区,181.00㎡,5室0厅1卫,9988 元/月
,,,,
整租·花果园R1区 1室0厅 东南,南明区,73.00㎡,1室0厅0卫,1000 元/月
,,,,
整租·金阳新世界水临境 3室2厅 南,观山湖区,130.14㎡,3室2厅2卫,2300 元/月
,,,,
整租·恒大中央广场 1室1厅 东南,观山湖区,45.00㎡,1室1厅1卫,1500 元/月
,,,,
整租·恒大中央广场 3室2厅 南/北,观山湖区,97.00㎡,3室2厅1卫,2000 元/月
,,,,
整租·金龍星島國際 3室2厅 东南/西北,云岩区,114.93㎡,3室2厅2卫,2500 元/月
,,,,
整租·兴隆东巷13号 2室1厅 东,南明区,52.80㎡,2室1厅1卫,1100 元/月
,,,,
整租·九华大院 2室1厅 南,云岩区,55.00㎡,2室1厅1卫,800 元/月
,,,,
整租·百灵时尚天地 1室1厅 西南,云岩区,58.00㎡,1室1厅1卫,1800 元/月
,,,,
整租·未来方舟E1组团（斯美郡） 3室2厅 东南,云岩区,121.00㎡,3室2厅2卫,2000 元/月
,,,,
整租·北大资源梦想城 4室1厅 南,观山湖区,120.00㎡,4室1厅2卫,5000 元/月
,,,,
整租·贵阳融创城 3室2厅 南,花溪区,95.00㎡,3室2厅2卫,800 元/月
,,,,
整租·碧桂园·茶马古镇 4室2厅 北,清镇市,107.00㎡,4室2厅1卫,1000 元/月
,,,,
整租·山水黔城十一组团 2室1厅 东南/南,南明区,95.00㎡,2室1厅1卫,1800 元/月
,,,,
整租·国际金融街3号 0室0厅 南/北,南明区,188.00㎡,,6800 元/月
,,,,
整租·首开紫郡 3室2厅 东南,南明区,90.00㎡,3室2厅1卫,2400 元/月
,,,,
整租·文山巷10号 4室2厅 南,云岩区,108.00㎡,4室2厅2卫,1300 元/月
,,,,
整租·贵阳保障房 1室1厅 南,乌当区,42.00㎡,1室1厅1卫,900 元/月
,,,,
整租·开磷宅吉花园南苑 3室2厅 东南,云岩区,120.00㎡,3室2厅1卫,1700 元/月
,,,,
整租·恒大绿洲 2室2厅 西北/北,白云区,80.52㎡,2室2厅1卫,1600 元/月
,,,,
整租·中天铭廷 4室2厅 东/南,观山湖区,182.99㎡,4室2厅2卫,4000 元/月
,,,,
整租·中天未来方舟D3组团 1室1厅 南,云岩区,52.59㎡,1室1厅1卫,1400 元/月
,,,,
整租·水岸金都 3室2厅 南,南明区,133.00㎡,3室2厅2卫,2500 元/月
,,,,
整租·龙湾国际御府 1室1厅 南,花溪区,75.00㎡,1室1厅0卫,2300 元/月
,,,,
整租·万科城 3室2厅 南,云岩区,77.00㎡,3室2厅1卫,1800 元/月
,,,,
整租·花果园M区 2室1厅 东南,南明区,65.00㎡,2室1厅1卫,1800 元/月
,,,,
整租·中天未来方舟D4组团 1室0厅 东南/南,云岩区,55.00㎡,1室0厅1卫,1800 元/月
,,,,
整租·万科中心 1室0厅 东南,花溪区,83.21㎡,1室0厅0卫,3000 元/月
,,,,
整租·碧桂园澜山府 4室2厅 西北,云岩区,122.00㎡,4室2厅2卫,1800 元/月
,,,,
整租·中铁逸都G区 3室2厅 南,观山湖区,142.00㎡,3室2厅2卫,1500 元/月
,,,,
整租·蔡家街51号 2室1厅 南,云岩区,64.20㎡,2室1厅1卫,1400 元/月
,,,,
整租·美的林城时代美居苑 3室1厅 南,观山湖区,67.00㎡,3室1厅1卫,1700 元/月
,,,,
整租·远大美域 3室2厅 南,观山湖区,105.00㎡,3室2厅2卫,3200 元/月
,,,,
整租·卓越时代大厦 2室2厅 南,花溪区,85.00㎡,2室2厅1卫,1500 元/月
,,,,
整租·滨湖俊园 3室2厅 东南/南,观山湖区,87.00㎡,3室2厅1卫,2800 元/月
,,,,
整租·飞山小区 2室2厅 东南,云岩区,120.00㎡,2室2厅1卫,2700 元/月
,,,,
整租·贵山街2号院 2室1厅 南,云岩区,45.00㎡,2室1厅1卫,1300 元/月
,,,,
整租·龙贤苑 2室1厅 南,观山湖区,88.00㎡,2室1厅1卫,1700 元/月
,,,,
整租·君悦华庭 5室2厅 东南,南明区,232.00㎡,5室2厅2卫,7000 元/月
,,,,
整租·利海米兰春天·2期 3室2厅 东南,白云区,88.00㎡,3室2厅1卫,1600 元/月
,,,,
整租·花果园X区 3室2厅 东南,南明区,90.00㎡,3室2厅1卫,1980 元/月
,,,,
整租·碧桂园观山府 4室2厅 东/西,观山湖区,144.00㎡,4室2厅2卫,3300 元/月
,,,,
整租·华润国际社区 4室2厅 南,观山湖区,260.00㎡,4室2厅2卫,16000 元/月
,,,,
整租·万科城 3室2厅 南/北,云岩区,77.00㎡,3室2厅1卫,1650 元/月
,,,,
整租·美的林城时代北区 3室2厅 南,观山湖区,99.00㎡,3室2厅2卫,3300 元/月
,,,,
整租·建设路 1室1厅 南,白云区,50.00㎡,1室1厅1卫,700 元/月
,,,,
整租·远大生态风景 3室2厅 西,观山湖区,114.00㎡,3室2厅2卫,2200 元/月
,,,,
整租·黔灵西路195号 2室2厅 南,云岩区,80.00㎡,2室2厅1卫,1600 元/月
,,,,
整租·北大资源梦想城 2室2厅 南/北,观山湖区,80.00㎡,2室2厅2卫,2100 元/月
,,,,
整租·金顶山 2室1厅 南,云岩区,57.76㎡,2室1厅1卫,1100 元/月
,,,,
整租·花果园E区 3室1厅 东,南明区,80.00㎡,3室1厅1卫,1700 元/月
,,,,
整租·警苑社区 4室2厅 南/北,云岩区,106.00㎡,4室2厅1卫,2300 元/月
,,,,
整租·贵阳恒大帝景 1室1厅 北,云岩区,68.00㎡,1室1厅1卫,1600 元/月
,,,,
整租·盐务街 2室1厅 跃层 东南,云岩区,65.00㎡,2室1厅1卫,1500 元/月
,,,,
整租·瑞福花园 3室2厅 南,白云区,121.00㎡,3室2厅2卫,2200 元/月
,,,,
整租·万科理想城C区 3室2厅 南,观山湖区,91.00㎡,3室2厅1卫,2450 元/月
,,,,
整租·万科翡翠公园 3室2厅 南/北,观山湖区,93.00㎡,3室2厅2卫,2500 元/月
,,,,
整租·恒大悦府 3室2厅 南,白云区,96.00㎡,3室2厅1卫,1600 元/月
,,,,
整租·东山路久联宿舍 1室1厅 东,云岩区,50.00㎡,1室1厅1卫,800 元/月
,,,,
整租·百花巷1号 2室1厅 东南/南,云岩区,70.00㎡,2室1厅1卫,1100 元/月
,,,,
整租·恒大绿洲 2室2厅 西南,白云区,106.00㎡,2室2厅1卫,1700 元/月
,,,,
整租·未来方舟G1组团 3室2厅 南,云岩区,110.00㎡,3室2厅1卫,2300 元/月
,,,,
整租·化建虹湾小区 2室2厅 南/北,观山湖区,85.39㎡,2室2厅1卫,800 元/月
,,,,
整租·花果园J区 4室2厅 南,南明区,160.00㎡,4室2厅1卫,3000 元/月
,,,,
整租·山水黔城半山别墅 5室2厅 复式 东南,南明区,225.00㎡,5室2厅2卫,10000 元/月
,,,,
整租·万科城 2室1厅 南,云岩区,66.00㎡,2室1厅1卫,1300 元/月
,,,,
整租·新联酒店 3室2厅 南,云岩区,126.00㎡,3室2厅2卫,2300 元/月
,,,,
整租·螺栓厂 3室1厅 南,花溪区,90.00㎡,3室1厅1卫,1500 元/月
,,,,
整租·延安中路83号 1室1厅 东南,云岩区,40.00㎡,1室1厅1卫,1000 元/月
,,,,
整租·美树阳光 2室1厅 东南,南明区,68.00㎡,2室1厅1卫,1500 元/月
,,,,
整租·花果园R1区 1室1厅 南,南明区,76.00㎡,1室1厅1卫,1200 元/月
,,,,
整租·珠江公寓 3室2厅 东南,花溪区,110.00㎡,3室2厅2卫,2000 元/月
,,,,
整租·万科理想城B区 2室1厅 复式 南,观山湖区,56.00㎡,2室1厅1卫,1500 元/月
,,,,
整租·万科理想城F区 4室2厅 东南,观山湖区,128.00㎡,4室2厅2卫,2600 元/月
,,,,
整租·德福中心 1室0厅 西南,观山湖区,532.00㎡,1室0厅1卫,28000 元/月
,,,,
整租·解五小区 3室2厅 西,南明区,93.00㎡,3室2厅1卫,1200 元/月
,,,,
整租·海伦堡?太阳湖人才小镇 3室2厅 南/北,白云区,113.57㎡,3室2厅2卫,1300 元/月
,,,,
整租·万科理想城D区 3室2厅 西南,观山湖区,99.00㎡,3室2厅2卫,3000 元/月
,,,,
整租·如意巷31号 2室1厅 南,南明区,70.00㎡,2室1厅1卫,1300 元/月
,,,,
整租·远大美域 4室2厅 南,观山湖区,126.00㎡,4室2厅2卫,3000 元/月
,,,,
整租·金元国际新城北区 3室2厅 南,观山湖区,144.39㎡,3室2厅2卫,3200 元/月
,,,,
整租·圣泉流云花园观云邸 2室2厅 东南,云岩区,71.00㎡,2室2厅1卫,1700 元/月
,,,,
整租·新世界御湖 3室2厅 南,观山湖区,127.00㎡,3室2厅2卫,2800 元/月
,,,,
整租·绿地花都 4室2厅 南/北,白云区,127.00㎡,4室2厅2卫,1700 元/月
,,,,
整租·时代新居 4室2厅 东南/南,白云区,150.00㎡,4室2厅2卫,2500 元/月
,,,,
整租·渔安新城 4室1厅 东南,云岩区,112.50㎡,4室1厅1卫,1200 元/月
,,,,
整租·北大资源梦想城 1室1厅 南,观山湖区,96.00㎡,1室1厅1卫,2000 元/月
,,,,
整租·威清路 3室2厅 南/北,云岩区,115.00㎡,3室2厅1卫,1500 元/月
,,,,
整租·华润悦府F区 1室0厅 东南,观山湖区,40.00㎡,1室0厅1卫,1500 元/月
,,,,
整租·滨湖俊园 1室1厅 南,观山湖区,39.00㎡,1室1厅1卫,1400 元/月
,,,,
整租·中铁阅山湖阅湖公馆 4室2厅 东,观山湖区,153.58㎡,4室2厅2卫,1500 元/月
,,,,
整租·恒大中央广场 2室2厅 南,观山湖区,82.00㎡,2室2厅1卫,2300 元/月
,,,,
整租·碧桂园观山府 4室2厅 东南,观山湖区,144.00㎡,4室2厅2卫,3500 元/月
,,,,
整租·碧园花城 3室1厅 东南,花溪区,108.00㎡,3室1厅1卫,2000 元/月
,,,,
整租·融创九樾府C区 3室2厅 东/西,观山湖区,120.00㎡,3室2厅2卫,5000 元/月
,,,,
整租·花果园S1区 3室2厅 东南,南明区,127.00㎡,3室2厅2卫,2000 元/月
,,,,
整租·观山湖一号 4室2厅 东南,观山湖区,150.00㎡,4室2厅2卫,3700 元/月
,,,,
整租·远大美域 6室3厅 跃层 东,观山湖区,260.00㎡,6室3厅6卫,50000 元/月
,,,,
整租·保利国际广场 3室2厅 东南,南明区,121.46㎡,3室2厅2卫,5700 元/月
,,,,
整租·花果园U区 2室1厅 西南,南明区,80.00㎡,2室1厅1卫,1700 元/月
,,,,
整租·兴隆城市花園碧波居 5室2厅 南/北,花溪区,184.33㎡,5室2厅2卫,3100 元/月
,,,,
整租·恒大中央公园B区 2室2厅 东/东南,观山湖区,77.44㎡,2室2厅1卫,2800 元/月
,,,,
整租·观风巷9号 2室1厅 东/南,南明区,68.00㎡,2室1厅1卫,1500 元/月
,,,,
整租·师大教师宿舍 2室1厅 东南,云岩区,75.00㎡,2室1厅1卫,1300 元/月
,,,,
整租·君悦国际 2室2厅 北,清镇市,86.00㎡,2室2厅1卫,1600 元/月
,,,,
整租·碧潭园D区 4室2厅 复式 东,观山湖区,142.00㎡,4室2厅2卫,2800 元/月
,,,,
整租·银盘鑫苑 2室1厅 东南,南明区,78.00㎡,2室1厅1卫,1200 元/月
,,,,
整租·远大美域 3室2厅 南,观山湖区,108.00㎡,3室2厅1卫,2700 元/月
,,,,
整租·中天知秋轩 2室1厅 南,观山湖区,94.00㎡,2室1厅1卫,1100 元/月
,,,,
整租·未来方舟D15组团 3室2厅 南,云岩区,110.00㎡,3室2厅1卫,2800 元/月
,,,,
整租·碧潭园B区 4室2厅 西北/东北,观山湖区,102.00㎡,4室2厅1卫,2600 元/月
,,,,
整租·万科公园传奇 3室2厅 东南,云岩区,130.00㎡,3室2厅2卫,1500 元/月
,,,,
整租·贵阳恒大帝景 2室1厅 复式 西北,云岩区,47.00㎡,2室1厅1卫,2200 元/月
,,,,
整租·恒大御龙天峰 3室1厅 东南,云岩区,116.95㎡,3室1厅2卫,2000 元/月
,,,,
整租·恒大御龙天峰 3室1厅 东南,云岩区,116.95㎡,3室1厅2卫,2200 元/月
,,,,
整租·水岸金都 3室2厅 东南,南明区,137.00㎡,3室2厅2卫,1600 元/月
,,,,
整租·龙缘聚乐汇 1室1厅 东南,南明区,42.00㎡,1室1厅1卫,2200 元/月
,,,,
整租·中天汤豪斯 4室2厅 东南,南明区,249.31㎡,4室2厅3卫,7200 元/月
,,,,
整租·贵大南苑 3室2厅 南,花溪区,120.00㎡,3室2厅1卫,1700 元/月
,,,,
整租·远大生态风景 4室2厅 南/北,观山湖区,149.00㎡,4室2厅2卫,7000 元/月
,,,,
整租·美树阳光 2室1厅 东南/南,南明区,70.00㎡,2室1厅1卫,1500 元/月
,,,,
整租·花果园V区 1室1厅 南,南明区,50.00㎡,1室1厅1卫,1500 元/月
,,,,
整租·恒大滨河左岸 1室0厅 东,观山湖区,40.00㎡,1室0厅1卫,1600 元/月
,,,,
整租·中天会展城B区七组团 2室1厅 南,观山湖区,90.00㎡,2室1厅1卫,2000 元/月
,,,,
整租·未来方舟F7组团 1室1厅 东南/西南,云岩区,50.00㎡,1室1厅1卫,1300 元/月
,,,,
整租·远大美域 4室2厅 南/北,观山湖区,170.00㎡,4室2厅2卫,6500 元/月
,,,,
整租·新添大道南段145号 2室1厅 南/北,云岩区,76.00㎡,2室1厅1卫,1200 元/月
,,,,
整租·师大教师宿舍 2室1厅 南/北,云岩区,60.00㎡,2室1厅1卫,1500 元/月
,,,,
整租·恒大中央广场 1室1厅 东南,观山湖区,45.00㎡,1室1厅1卫,1300 元/月
,,,,
整租·美的林城时代南区 4室2厅 南,观山湖区,131.61㎡,4室2厅2卫,3800 元/月
,,,,
整租·恒大金阳新世界观麓 2室2厅 东南/南,白云区,81.00㎡,2室2厅1卫,2500 元/月
,,,,
整租·碧潭园D区 3室2厅 南,观山湖区,102.00㎡,3室2厅2卫,2800 元/月
,,,,
整租·四川巷 1室1厅 东北,云岩区,45.00㎡,1室1厅1卫,1500 元/月
,,,,
整租·观山湖一号 4室1厅 南,观山湖区,131.39㎡,4室1厅2卫,2500 元/月
,,,,
整租·恒森自在城 2室1厅 东南,花溪区,70.00㎡,2室1厅1卫,1500 元/月
,,,,
整租·金融城MAX 4室2厅 南,观山湖区,210.21㎡,4室2厅0卫,16000 元/月
,,,,
整租·世纪城龙吉苑 3室2厅 南,观山湖区,140.00㎡,3室2厅2卫,2500 元/月
,,,,
整租·白云小区 2室1厅 南/北,云岩区,60.00㎡,2室1厅1卫,1050 元/月
,,,,
整租·千禧广场 1室1厅 东南,观山湖区,73.00㎡,1室1厅1卫,4500 元/月
,,,,
整租·金利大厦 2室2厅 南,观山湖区,90.00㎡,2室2厅1卫,3500 元/月
,,,,
整租·温州城小区 1室1厅 西南,白云区,148.00㎡,1室1厅1卫,1800 元/月
,,,,
整租·金谷苑 3室2厅 东南,观山湖区,145.00㎡,3室2厅2卫,2800 元/月
,,,,
整租·融创九樾府B区 3室2厅 南,观山湖区,120.00㎡,3室2厅2卫,4500 元/月
,,,,
整租·美的林城时代北区 5室2厅 南,观山湖区,260.00㎡,5室2厅2卫,8000 元/月
,,,,
整租·富力中心 1室0厅 南,观山湖区,47.00㎡,1室0厅0卫,1400 元/月
,,,,
整租·卓越时代大厦 3室2厅 东,花溪区,120.00㎡,3室2厅2卫,2200 元/月
,,,,
整租·绿地联盛国际 5室0厅 南,观山湖区,90.00㎡,5室0厅0卫,4500 元/月
,,,,
整租·杨柳雅居小区 2室1厅 东南/南,白云区,59.00㎡,2室1厅1卫,1100 元/月
,,,,
整租·中天会展城B区五组团 2室2厅 南,观山湖区,89.00㎡,2室2厅1卫,2600 元/月
,,,,
整租·俊发城 2室2厅 东南,白云区,76.00㎡,2室2厅1卫,1600 元/月
,,,,
整租·花果园财富广场 1室0厅 东南,南明区,45.00㎡,1室0厅0卫,1260 元/月
,,,,
整租·恒大滨河左岸 1室1厅 南/北,观山湖区,51.00㎡,1室1厅1卫,1800 元/月
,,,,
整租·碧桂园观山府 3室2厅 南/北,观山湖区,120.00㎡,3室2厅2卫,1800 元/月
,,,,
整租·未来方舟G3组团 4室2厅 东南,云岩区,142.00㎡,4室2厅2卫,3500 元/月
,,,,
整租·彭家巷30号 2室1厅 西南,南明区,52.00㎡,2室1厅1卫,1000 元/月
,,,,
整租·俊发城 2室2厅 东南,白云区,76.00㎡,2室2厅1卫,1700 元/月
,,,,
整租·世纪城龙吉苑 2室2厅 南,观山湖区,99.25㎡,2室2厅2卫,2000 元/月
,,,,
整租·松景阁小区 4室2厅 错层 南,观山湖区,176.73㎡,4室2厅2卫,2200 元/月
,,,,
整租·君悦华庭 4室2厅 东,南明区,156.00㎡,4室2厅2卫,3300 元/月
,,,,
整租·盛世华庭 3室2厅 南,南明区,139.00㎡,3室2厅2卫,3300 元/月
,,,,
整租·瑞金南路121号 4室1厅 南,南明区,80.00㎡,4室1厅1卫,1300 元/月
,,,,
整租·贵大南苑 2室2厅 南,花溪区,93.00㎡,2室2厅1卫,1500 元/月
,,,,
整租·金元国际新城南区 3室2厅 东,观山湖区,164.00㎡,3室2厅2卫,4200 元/月
,,,,
整租·华润悦府F区 1室1厅 南,观山湖区,39.00㎡,1室1厅1卫,1600 元/月
,,,,
整租·艳金花园 3室2厅 南/北,白云区,110.00㎡,3室2厅1卫,1300 元/月
,,,,
整租·梵华里云锦云玺 1室0厅 东南,白云区,20.00㎡,1室0厅1卫,1200 元/月
,,,,
整租·天海青城 2室1厅 南,南明区,125.00㎡,2室1厅2卫,1800 元/月
,,,,
整租·龙缘聚乐汇 1室1厅 西北,南明区,41.00㎡,1室1厅1卫,1200 元/月
,,,,
整租·北新巷 2室1厅 东南,云岩区,43.00㎡,2室1厅1卫,1200 元/月
,,,,
整租·中天月华轩 3室2厅 南,观山湖区,130.00㎡,3室2厅2卫,4000 元/月
,,,,
整租·师大附中家属区 3室1厅 东南/南,云岩区,85.00㎡,3室1厅2卫,1600 元/月
,,,,
整租·渔安新城E组团 1室1厅 东南,云岩区,55.00㎡,1室1厅1卫,1000 元/月
,,,,
整租·金世旗楠苑 4室2厅 南/北,花溪区,154.36㎡,4室2厅2卫,1500 元/月
,,,,
整租·财税政府宿舍 2室1厅 南,乌当区,60.00㎡,2室1厅1卫,850 元/月
,,,,
整租·绿地·联盛国际乐活公寓 1室1厅 东南,观山湖区,80.00㎡,1室1厅1卫,1600 元/月
,,,,
整租·中天会展城B区八组团 2室2厅 南,观山湖区,89.00㎡,2室2厅1卫,2700 元/月
,,,,
整租·中天未来方舟D4组团 1室1厅 东北,云岩区,53.00㎡,1室1厅1卫,1200 元/月
,,,,
整租·兴隆城市花园 3室2厅 南/北,花溪区,120.00㎡,3室2厅2卫,1500 元/月
,,,,
整租·优品道·优品城邦 3室1厅 东南,白云区,85.00㎡,3室1厅1卫,1300 元/月
,,,,
整租·楠竹花园西区 3室2厅 南,花溪区,126.00㎡,3室2厅2卫,1500 元/月
,,,,
整租·省委大院 2室1厅 东南,南明区,60.00㎡,2室1厅1卫,2200 元/月
,,,,
整租·学士路9号 2室1厅 南,花溪区,80.00㎡,2室1厅1卫,1000 元/月
,,,,
整租·世纪星苑 3室2厅 南/北,云岩区,125.00㎡,3室2厅2卫,1700 元/月
,,,,
整租·保利·紫薇郡 3室2厅 东南,乌当区,96.46㎡,3室2厅1卫,1500 元/月
,,,,
整租·花果园L2区 3室1厅 东,南明区,150.00㎡,3室1厅1卫,2600 元/月
,,,,
整租·中天世纪新城四组团 3室2厅 东南,云岩区,139.00㎡,3室2厅2卫,3800 元/月
,,,,
整租·贵阳饭店商务大厦 2室0厅 东南,云岩区,110.65㎡,2室0厅1卫,4500 元/月
,,,,
整租·旭辉观云 1室1厅 东南,白云区,46.00㎡,1室1厅1卫,1300 元/月
,,,,
整租·中天会展城B区八组团 4室2厅 北,观山湖区,137.00㎡,4室2厅2卫,3800 元/月
,,,,
整租·法院街商住楼 2室1厅 东南,南明区,60.00㎡,2室1厅1卫,2000 元/月
,,,,
整租·化工学校职工宿舍 2室1厅 东/南/西/北,南明区,60.00㎡,2室1厅1卫,1100 元/月
,,,,
整租·贵阳恒大文化旅游城 3室2厅 东南/南,花溪区,113.00㎡,3室2厅2卫,1650 元/月
,,,,
整租·金融城铭悦 3室2厅 南/北,观山湖区,146.80㎡,3室2厅2卫,3500 元/月
,,,,
整租·龚北路 2室1厅 南/北,白云区,57.00㎡,2室1厅1卫,900 元/月
,,,,
整租·电力巷 2室1厅 东南,南明区,65.00㎡,2室1厅1卫,1200 元/月
,,,,
整租·太阳谷社区 2室1厅 东,贵州双龙航空港经济区,77.98㎡,2室1厅1卫,1500 元/月
,,,,
整租·花果园Q区 3室2厅 东南,南明区,90.00㎡,3室2厅2卫,1800 元/月
,,,,
整租·油榨街36号 2室2厅 南,南明区,70.00㎡,2室2厅1卫,1100 元/月
,,,,
整租·花果园M区 3室1厅 东/东南,南明区,89.00㎡,3室1厅1卫,2000 元/月
,,,,
整租·俊发城 3室2厅 南,白云区,96.00㎡,3室2厅1卫,2200 元/月
,,,,
整租·半边街31号 2室1厅 南,云岩区,63.00㎡,2室1厅1卫,900 元/月
,,,,
整租·远大生态风景 3室2厅 西,观山湖区,116.00㎡,3室2厅1卫,2000 元/月
,,,,
整租·远大美域 3室2厅 东南,观山湖区,141.00㎡,3室2厅2卫,6000 元/月
,,,,
整租·花果园V区 2室1厅 南,南明区,67.00㎡,2室1厅1卫,1600 元/月
,,,,
整租·中华商住楼 3室2厅 南,南明区,120.00㎡,3室2厅1卫,2000 元/月
,,,,
整租·花果园T1区 3室2厅 东,南明区,86.70㎡,3室2厅1卫,2000 元/月
,,,,
整租·碧桂园贵阳一号 5室2厅 东南/南/西南,花溪区,136.00㎡,5室2厅2卫,1500 元/月
,,,,
整租·阳光100 3室2厅 东南,南明区,125.00㎡,3室2厅1卫,2500 元/月
,,,,
整租·俊发城 3室2厅 南,白云区,113.00㎡,3室2厅2卫,2500 元/月
,,,,
整租·万科新都荟 3室2厅 南,云岩区,95.00㎡,3室2厅2卫,2600 元/月
,,,,
整租·中天会展城A区 2室2厅 东南,观山湖区,93.00㎡,2室2厅1卫,3000 元/月
,,,,
整租·龙宇苑 3室2厅 南/北,观山湖区,113.00㎡,3室2厅2卫,1500 元/月
,,,,
整租·保利凤凰湾E区 4室2厅 西南,南明区,122.00㎡,4室2厅2卫,3200 元/月
,,,,
